,0
2142,0.0
2143,0.3
2144,0.1
2145,0.2
2146,1.0
2147,1.0
2148,0.3
2149,0.0
2150,0.5
2151,0.0
2152,0.3
2153,0.1
2154,0.4
2155,1.0
2156,1.0
2157,0.0
2158,0.2
2159,0.2
2160,1.0
2161,1.0
2162,1.0
2163,1.0
2164,1.0
2165,0.5
2166,0.4
2167,0.2
2168,1.0
2169,0.0
2170,0.0
2171,0.2
2172,0.0
2173,1.0
2174,1.0
2175,1.0
2176,1.0
2177,1.0
2178,0.0
2179,1.0
2180,0.6
2181,0.7
2182,1.0
2183,0.4
2184,0.6
2185,0.6
2186,1.0
2187,1.0
2188,1.0
2189,0.0
2190,0.1
2191,0.8
2192,0.0
2193,1.0
2194,1.0
2195,0.4
2196,1.0
2197,1.0
2198,0.4
2199,0.0
2200,1.0
2201,1.0
2202,0.7
2203,0.9
2204,0.1
2205,0.9
2206,0.5
2207,1.0
2208,0.1
2209,0.7
2210,0.2
2211,1.0
2212,0.4
2213,0.4
2214,0.3
2215,0.3
2216,1.0
2217,1.0
2218,0.4
2219,0.4
2220,1.0
2221,1.0
2222,1.0
2223,0.0
2224,1.0
2225,0.5
2226,1.0
2227,0.7
2228,1.0
2229,0.6
2230,1.0
2231,1.0
2232,0.2
2233,0.3
2234,0.4
2235,1.0
2236,1.0
2237,1.0
2238,0.0
2239,0.3
2240,0.0
2241,0.5
2242,0.6
2243,1.0
2244,1.0
2245,0.2
2246,1.0
2247,0.9
2248,1.0
2249,0.5
2250,0.0
2251,1.0
2252,0.6
2253,0.1
2254,1.0
2255,1.0
2256,1.0
2257,1.0
2258,0.8
2259,1.0
2260,1.0
2261,0.2
2262,0.6
2263,1.0
2264,1.0
2265,0.1
2266,0.1
2267,1.0
2268,0.0
2269,1.0
2270,1.0
2271,0.2
2272,0.5
2273,0.0
2274,1.0
2275,1.0
2276,0.9
2277,1.0
2278,0.2
2279,0.2
2280,1.0
2281,0.5
2282,1.0
2283,1.0
2284,1.0
2285,0.8
2286,0.3
2287,0.7
2288,1.0
2289,0.8
2290,0.9
2291,0.1
2292,1.0
2293,1.0
2294,1.0
2295,1.0
2296,0.1
2297,0.4
2298,1.0
2299,0.5
2300,1.0
2301,0.7
2302,1.0
2303,1.0
2304,1.0
2305,1.0
2306,0.5
2307,0.0
2308,0.5
2309,1.0
2310,0.7
2311,1.0
2312,1.0
2313,0.2
2314,0.5
2315,0.5
2316,0.1
2317,1.0
2318,0.0
2319,1.0
2320,1.0
2321,1.0
2322,1.0
2323,0.5
2324,1.0
2325,0.6
2326,0.8
2327,0.4
2328,0.3
2329,0.2
2330,0.2
2331,1.0
2332,0.1
2333,0.0
2334,1.0
2335,0.3
2336,0.0
2337,0.6
2338,0.3
2339,1.0
2340,0.7
2341,0.0
2342,0.4
2343,0.0
2344,1.0
2345,0.1
2346,1.0
2347,0.2
2348,1.0
2349,1.0
2350,0.0
2351,0.3
2352,0.0
2353,1.0
2354,0.8
2355,0.2
2356,1.0
2357,1.0
2358,1.0
2359,1.0
2360,0.1
2361,0.0
2362,1.0
2363,0.8
2364,0.1
2365,0.1
2366,1.0
2367,1.0
2368,0.7
2369,1.0
2370,0.1
2371,0.3
2372,1.0
2373,0.5
2374,0.0
2375,1.0
2376,0.4
2377,1.0
2378,1.0
2379,1.0
2380,1.0
2381,1.0
2382,0.3
2383,1.0
2384,1.0
2385,1.0
2386,0.5
2387,0.3
2388,1.0
2389,0.7
2390,0.0
2391,1.0
2392,0.0
2393,1.0
2394,0.6
2395,1.0
2396,0.0
2397,1.0
2398,1.0
2399,1.0
2400,0.1
2401,1.0
2402,1.0
2403,1.0
2404,1.0
2405,1.0
2406,1.0
2407,1.0
2408,0.2
2409,0.0
2410,1.0
2411,0.2
2412,0.1
2413,0.4
2414,0.3
2415,1.0
2416,1.0
2417,0.6
2418,0.3
2419,1.0
2420,0.7
2421,1.0
2422,1.0
2423,0.5
2424,1.0
2425,0.3
2426,0.2
2427,0.7
2428,1.0
2429,1.0
2430,1.0
2431,0.6
2432,0.0
2433,0.3
2434,1.0
2435,0.4
2436,0.9
2437,1.0
2438,1.0
2439,0.5
2440,1.0
2441,0.2
2442,1.0
2443,0.1
2444,0.5
2445,1.0
2446,0.0
2447,0.7
2448,0.1
2449,1.0
2450,0.6
2451,0.0
2452,0.4
2453,1.0
2454,0.6
2455,1.0
2456,0.3
2457,0.1
2458,0.9
2459,0.0
2460,0.1
2461,0.0
2462,1.0
2463,0.8
2464,0.9
2465,0.0
2466,0.7
2467,1.0
2468,0.4
2469,0.3
2470,0.1
2471,1.0
2472,0.0
2473,1.0
2474,1.0
2475,0.5
2476,1.0
2477,0.3
2478,1.0
2479,0.0
2480,0.7
2481,1.0
2482,0.6
2483,0.0
2484,1.0
2485,0.3
2486,0.5
2487,1.0
2488,0.0
2489,1.0
2490,1.0
2491,0.4
2492,0.5
2493,0.0
2494,0.0
2495,0.1
2496,0.0
2497,0.4
2498,0.7
2499,1.0
2500,0.2
2501,0.1
2502,0.1
2503,0.2
2504,0.8
2505,0.2
2506,0.3
2507,0.2
2508,0.5
2509,0.4
2510,0.2
2511,1.0
2512,1.0
2513,0.5
2514,0.7
2515,0.9
2516,1.0
2517,1.0
2518,1.0
2519,0.7
2520,1.0
2521,0.6
2522,0.3
2523,0.1
2524,0.3
2525,1.0
2526,0.3
2527,1.0
2528,0.0
2529,0.1
2530,0.3
2531,1.0
2532,0.8
2533,0.1
2534,0.3
2535,1.0
2536,0.2
2537,0.2
2538,1.0
2539,0.5
2540,1.0
2541,1.0
2542,0.5
2543,1.0
2544,0.2
2545,1.0
2546,0.3
2547,0.0
2548,1.0
2549,0.0
2550,0.4
2551,0.2
2552,0.4
2553,0.1
2554,0.2
2555,1.0
2556,1.0
2557,1.0
2558,0.8
2559,0.3
2560,0.5
2561,1.0
2562,0.1
2563,0.5
2564,0.3
2565,1.0
2566,0.7
2567,0.4
2568,1.0
2569,0.0
2570,1.0
2571,0.7
2572,0.3
2573,1.0
2574,0.0
2575,0.0
2576,0.3
2577,1.0
2578,0.7
2579,1.0
2580,1.0
2581,1.0
2582,1.0
2583,1.0
2584,1.0
2585,1.0
2586,0.1
2587,1.0
2588,1.0
2589,0.3
2590,0.0
2591,1.0
2592,0.0
2593,0.6
2594,0.6
2595,0.0
2596,1.0
2597,0.0
2598,0.1
2599,0.7
2600,1.0
2601,0.1
2602,1.0
2603,0.1
2604,1.0
2605,1.0
2606,1.0
2607,1.0
2608,1.0
2609,0.9
2610,1.0
2611,0.2
2612,1.0
2613,1.0
2614,1.0
2615,1.0
2616,0.2
2617,0.4
2618,0.2
2619,1.0
2620,0.5
2621,0.0
2622,1.0
2623,0.3
2624,0.0
2625,1.0
2626,1.0
2627,0.4
2628,0.0
2629,1.0
2630,0.9
2631,0.0
2632,1.0
2633,0.0
2634,0.4
2635,0.1
2636,1.0
2637,1.0
2638,0.0
2639,0.4
2640,1.0
2641,0.8
2642,1.0
2643,0.5
2644,0.1
2645,0.6
2646,1.0
2647,1.0
2648,0.9
2649,1.0
2650,0.1
2651,0.3
2652,0.5
2653,0.9
2654,0.0
2655,1.0
2656,1.0
2657,0.7
2658,1.0
2659,0.2
2660,0.1
2661,0.1
2662,1.0
2663,0.3
2664,0.1
2665,1.0
2666,1.0
2667,0.1
2668,1.0
2669,0.3
2670,1.0
2671,0.2
2672,0.0
2673,0.5
2674,0.5
2675,0.1
2676,1.0
2677,0.3
2678,0.1
2679,0.4
2680,0.6
2681,1.0
2682,1.0
2683,0.6
2684,1.0
2685,0.1
2686,0.5
2687,0.2
2688,0.4
2689,0.5
2690,0.7
2691,0.0
2692,0.0
2693,1.0
2694,0.8
2695,0.8
2696,0.3
2697,0.5
2698,0.1
2699,1.0
2700,0.1
2701,1.0
2702,1.0
2703,0.8
2704,0.1
2705,1.0
2706,1.0
2707,1.0
2708,0.5
2709,0.9
2710,0.0
2711,1.0
2712,0.8
2713,0.1
2714,0.1
2715,0.2
2716,1.0
2717,1.0
2718,1.0
2719,1.0
2720,0.6
2721,1.0
2722,0.5
2723,1.0
2724,1.0
2725,0.2
2726,0.5
2727,0.2
2728,0.0
2729,0.3
2730,1.0
2731,1.0
2732,0.4
2733,0.1
2734,1.0
2735,0.4
2736,1.0
2737,1.0
2738,0.5
2739,1.0
2740,0.0
2741,1.0
2742,0.1
2743,0.3
2744,0.1
2745,1.0
2746,0.4
2747,0.9
2748,0.2
2749,0.1
2750,1.0
2751,0.0
2752,1.0
2753,0.0
2754,1.0
2755,1.0
2756,0.3
2757,1.0
2758,1.0
2759,0.8
2760,0.6
2761,0.7
2762,0.0
2763,0.8
2764,1.0
2765,0.0
2766,0.9
2767,0.4
2768,1.0
2769,0.4
2770,0.4
2771,0.0
2772,0.1
2773,1.0
2774,0.4
2775,0.0
2776,1.0
2777,0.3
2778,1.0
2779,0.1
2780,0.8
2781,0.9
2782,0.3
2783,1.0
2784,0.1
2785,1.0
2786,1.0
2787,1.0
2788,1.0
2789,1.0
2790,0.2
2791,1.0
2792,1.0
2793,0.4
2794,1.0
2795,1.0
2796,0.1
2797,1.0
2798,1.0
2799,0.4
2800,0.2
2801,1.0
2802,0.0
2803,0.1
2804,1.0
2805,0.1
2806,1.0
2807,1.0
2808,1.0
2809,1.0
2810,1.0
2811,0.6
2812,0.1
2813,0.3
2814,1.0
2815,1.0
2816,1.0
2817,0.1
2818,1.0
2819,1.0
2820,0.2
2821,0.0
2822,0.0
2823,0.5
2824,1.0
2825,0.3
2826,1.0
2827,1.0
2828,0.7
2829,1.0
2830,0.2
2831,0.0
2832,0.5
2833,0.5
2834,0.9
2835,1.0
2836,0.1
2837,0.3
2838,0.5
2839,0.8
2840,1.0
2841,1.0
2842,1.0
2843,1.0
2844,0.4
2845,0.0
2846,1.0
2847,1.0
2848,1.0
2849,0.1
2850,0.1
2851,1.0
2852,1.0
2853,0.3
2854,0.0
2855,0.2
2856,1.0
2857,0.3
2858,1.0
2859,1.0
2860,1.0
2861,1.0
2862,0.1
2863,1.0
2864,0.4
2865,1.0
2866,0.0
2867,1.0
2868,0.1
2869,0.1
2870,1.0
2871,1.0
2872,1.0
2873,0.0
2874,0.5
2875,0.0
2876,1.0
2877,0.0
2878,1.0
2879,1.0
2880,1.0
2881,1.0
2882,0.4
2883,0.2
2884,0.7
2885,0.4
2886,1.0
2887,0.0
2888,0.6
2889,1.0
2890,0.1
2891,1.0
2892,1.0
2893,1.0
2894,1.0
2895,0.3
2896,0.0
2897,0.0
2898,0.2
2899,0.1
2900,0.8
2901,1.0
2902,0.1
2903,1.0
2904,1.0
2905,0.4
2906,1.0
2907,1.0
2908,0.4
2909,0.8
2910,0.6
2911,0.6
2912,1.0
2913,0.0
2914,0.4
2915,1.0
2916,0.1
2917,1.0
2918,1.0
2919,0.2
2920,0.8
2921,1.0
2922,0.1
2923,0.3
2924,0.6
2925,0.2
2926,0.0
2927,1.0
2928,0.6
2929,0.9
2930,0.2
2931,1.0
2932,1.0
2933,1.0
2934,0.1
2935,0.1
2936,0.1
2937,1.0
2938,1.0
2939,0.1
2940,1.0
2941,1.0
2942,1.0
2943,1.0
2944,0.5
2945,1.0
2946,0.5
2947,0.8
2948,1.0
2949,0.4
2950,0.1
2951,0.0
2952,1.0
2953,1.0
2954,0.4
2955,0.2
2956,1.0
2957,1.0
2958,0.1
2959,1.0
2960,0.1
2961,0.0
2962,0.3
2963,1.0
2964,0.0
2965,0.1
2966,1.0
2967,0.3
2968,0.3
2969,0.6
2970,0.0
2971,0.1
2972,1.0
2973,0.2
2974,0.0
2975,1.0
2976,0.3
2977,0.0
2978,0.4
2979,0.2
2980,0.0
2981,1.0
2982,0.0
2983,1.0
2984,0.1
2985,1.0
2986,0.1
2987,0.1
2988,1.0
2989,1.0
2990,0.1
2991,0.3
2992,0.7
2993,0.4
2994,0.0
2995,0.0
2996,1.0
2997,0.4
2998,0.1
2999,0.5
3000,0.7
3001,1.0
3002,0.1
3003,0.3
3004,1.0
3005,1.0
3006,0.1
3007,0.2
3008,1.0
3009,1.0
3010,1.0
3011,0.0
3012,0.1
3013,0.1
3014,1.0
3015,1.0
3016,1.0
3017,0.9
3018,0.0
3019,1.0
3020,1.0
3021,1.0
3022,0.4
3023,0.0
3024,0.4
3025,0.5
3026,0.1
3027,0.5
3028,0.6
3029,0.1
3030,1.0
3031,0.2
3032,0.0
3033,0.1
3034,1.0
3035,0.0
3036,0.4
3037,0.5
3038,1.0
3039,0.7
3040,1.0
3041,0.2
3042,0.6
3043,0.8
3044,0.1
3045,0.3
3046,0.7
3047,0.1
3048,0.2
3049,0.3
3050,0.1
3051,0.3
3052,1.0
3053,0.1
3054,0.3
3055,1.0
3056,0.0
3057,0.6
3058,0.6
3059,1.0
3060,1.0
3061,1.0
3062,1.0
3063,0.1
3064,0.3
3065,1.0
3066,0.2
3067,0.6
3068,1.0
3069,0.5
3070,0.1
3071,0.2
3072,0.3
3073,0.1
3074,0.0
3075,1.0
3076,0.5
3077,0.5
3078,0.4
3079,0.0
3080,1.0
3081,0.6
3082,0.1
3083,0.4
3084,0.1
3085,0.3
3086,1.0
3087,0.6
3088,0.2
3089,0.2
3090,1.0
3091,1.0
3092,0.3
3093,1.0
3094,0.1
3095,1.0
3096,0.6
3097,0.1
3098,1.0
3099,1.0
3100,0.8
3101,1.0
3102,0.5
3103,0.2
3104,0.4
3105,0.5
3106,1.0
3107,0.2
3108,1.0
3109,1.0
3110,1.0
3111,0.2
3112,1.0
3113,0.0
3114,0.0
3115,1.0
3116,0.0
3117,1.0
3118,1.0
3119,1.0
3120,0.1
3121,1.0
3122,0.1
3123,0.7
3124,0.2
3125,0.2
3126,1.0
3127,1.0
3128,0.0
3129,0.4
3130,0.3
3131,1.0
3132,0.2
3133,0.6
3134,1.0
3135,0.0
3136,1.0
3137,1.0
3138,0.5
3139,1.0
3140,1.0
3141,0.5
3142,0.3
3143,0.5
3144,0.1
3145,0.0
3146,1.0
3147,0.5
3148,0.7
3149,0.3
3150,0.1
3151,0.5
3152,0.4
3153,1.0
3154,1.0
3155,1.0
3156,1.0
3157,0.1
3158,1.0
3159,1.0
3160,0.2
3161,0.3
3162,1.0
3163,0.8
3164,0.1
3165,0.2
3166,1.0
3167,0.3
3168,0.3
3169,0.5
3170,0.8
3171,0.2
3172,1.0
3173,0.2
3174,0.0
3175,0.2
3176,0.3
3177,0.3
3178,1.0
3179,0.1
3180,0.6
3181,0.3
3182,1.0
3183,0.5
3184,1.0
3185,0.0
3186,0.1
3187,0.7
3188,0.2
3189,0.3
3190,1.0
3191,0.1
3192,0.2
3193,0.0
3194,0.1
3195,1.0
3196,0.0
3197,0.3
3198,1.0
3199,1.0
3200,0.1
3201,1.0
3202,1.0
3203,0.5
3204,0.1
3205,0.0
3206,1.0
3207,1.0
3208,1.0
3209,1.0
3210,1.0
3211,0.2
3212,0.0
3213,0.0
3214,0.0
3215,1.0
3216,1.0
3217,0.4
3218,1.0
3219,0.3
3220,0.3
3221,0.6
3222,0.2
3223,1.0
3224,0.2
3225,0.1
3226,1.0
3227,0.0
3228,0.6
3229,1.0
3230,1.0
3231,1.0
3232,0.6
3233,0.2
3234,0.4
3235,0.2
3236,0.4
3237,1.0
3238,1.0
3239,1.0
3240,1.0
3241,1.0
3242,1.0
3243,0.0
3244,1.0
3245,1.0
3246,0.1
3247,1.0
3248,1.0
3249,1.0
3250,1.0
3251,0.0
3252,0.3
3253,0.2
3254,0.4
3255,1.0
3256,1.0
3257,0.6
3258,1.0
3259,0.9
3260,1.0
3261,0.8
3262,1.0
3263,1.0
3264,1.0
3265,0.1
3266,0.1
3267,1.0
3268,0.4
3269,0.2
3270,0.5
3271,1.0
3272,1.0
3273,0.3
3274,1.0
3275,0.4
3276,1.0
3277,1.0
3278,0.2
3279,1.0
3280,1.0
3281,1.0
3282,0.4
3283,0.8
3284,0.1
3285,1.0
3286,1.0
3287,1.0
3288,1.0
3289,1.0
3290,1.0
3291,0.3
3292,1.0
3293,1.0
3294,1.0
3295,0.1
3296,1.0
3297,1.0
3298,0.2
3299,1.0
3300,1.0
3301,1.0
3302,0.5
3303,1.0
3304,1.0
3305,1.0
3306,0.5
3307,1.0
3308,0.1
3309,0.0
3310,0.8
3311,0.4
3312,1.0
3313,1.0
3314,0.9
3315,0.2
3316,1.0
3317,0.0
3318,0.2
3319,0.3
3320,1.0
3321,0.3
3322,1.0
3323,1.0
3324,1.0
3325,1.0
3326,0.0
3327,0.7
3328,1.0
3329,0.1
3330,1.0
3331,1.0
3332,0.7
3333,0.4
3334,0.6
3335,0.2
3336,0.4
3337,1.0
3338,1.0
3339,0.3
3340,0.2
3341,0.1
3342,0.4
3343,0.6
3344,1.0
3345,1.0
3346,0.1
3347,0.0
3348,1.0
3349,0.3
3350,0.3
3351,0.0
3352,1.0
3353,0.5
3354,0.5
3355,1.0
3356,1.0
3357,0.7
3358,0.1
3359,0.3
3360,1.0
3361,1.0
3362,1.0
3363,1.0
3364,0.6
3365,1.0
3366,0.6
3367,1.0
3368,1.0
3369,0.6
3370,0.5
3371,1.0
3372,0.3
3373,0.2
3374,0.3
3375,1.0
3376,1.0
3377,0.5
3378,0.0
3379,0.3
3380,0.5
3381,0.8
3382,0.3
3383,1.0
3384,0.2
3385,1.0
3386,1.0
3387,0.2
3388,0.2
3389,0.1
3390,1.0
3391,0.0
3392,0.5
3393,0.0
3394,1.0
3395,1.0
3396,0.4
3397,0.0
3398,1.0
3399,0.6
3400,1.0
3401,1.0
3402,0.1
3403,1.0
3404,0.0
3405,0.6
3406,0.4
3407,1.0
3408,0.0
3409,1.0
3410,1.0
3411,1.0
3412,1.0
3413,0.1
3414,0.2
3415,0.0
3416,1.0
3417,0.2
3418,0.4
3419,0.1
3420,1.0
3421,0.5
3422,0.7
3423,0.1
3424,0.1
3425,1.0
3426,1.0
3427,0.1
3428,0.3
3429,1.0
3430,0.0
3431,1.0
3432,1.0
3433,0.1
3434,0.8
3435,0.5
3436,1.0
3437,0.3
3438,1.0
3439,1.0
3440,0.7
3441,1.0
3442,0.1
3443,0.6
3444,1.0
3445,0.8
3446,1.0
3447,0.1
3448,0.2
3449,0.7
3450,1.0
3451,0.3
3452,0.8
3453,0.1
3454,1.0
3455,0.2
3456,1.0
3457,1.0
3458,1.0
3459,0.5
3460,1.0
3461,0.0
3462,0.8
3463,1.0
3464,0.2
3465,0.2
3466,0.7
3467,0.5
3468,0.3
3469,1.0
3470,1.0
3471,0.3
3472,1.0
3473,1.0
3474,0.2
3475,0.2
3476,0.0
3477,0.2
3478,1.0
3479,0.1
3480,0.4
3481,0.5
3482,0.0
3483,1.0
3484,0.0
3485,1.0
3486,1.0
3487,1.0
3488,0.0
3489,0.4
3490,0.0
3491,1.0
3492,0.8
3493,0.8
3494,0.7
3495,1.0
3496,1.0
3497,1.0
3498,0.1
3499,0.4
3500,1.0
3501,0.0
3502,0.0
3503,0.7
3504,0.3
3505,0.7
3506,1.0
3507,0.4
3508,0.2
3509,0.1
3510,0.1
3511,0.2
3512,0.2
3513,1.0
3514,1.0
3515,1.0
3516,0.1
3517,1.0
3518,0.0
3519,1.0
3520,1.0
3521,1.0
3522,0.1
3523,0.3
3524,0.7
3525,0.0
3526,1.0
3527,1.0
3528,0.1
3529,0.2
3530,0.4
3531,1.0
3532,1.0
3533,0.2
3534,0.3
3535,0.7
3536,1.0
3537,0.8
3538,0.4
3539,1.0
3540,1.0
3541,0.1
3542,0.3
3543,0.8
3544,1.0
3545,0.0
3546,0.8
3547,0.6
3548,0.6
3549,0.3
3550,0.6
3551,1.0
3552,0.0
3553,1.0
3554,1.0
3555,0.3
3556,0.0
3557,1.0
3558,0.0
3559,1.0
3560,0.0
3561,0.5
3562,0.3
3563,1.0
3564,1.0
3565,1.0
3566,1.0
3567,1.0
3568,1.0
3569,0.5
3570,0.1
3571,1.0
3572,1.0
3573,0.4
3574,0.2
3575,1.0
3576,0.1
3577,0.1
3578,0.0
3579,1.0
3580,0.3
3581,0.5
3582,0.7
3583,0.2
3584,1.0
3585,1.0
3586,1.0
3587,0.5
3588,1.0
3589,0.0
3590,0.0
3591,0.4
3592,0.1
3593,1.0
3594,1.0
3595,0.0
3596,0.2
3597,1.0
3598,1.0
3599,0.0
3600,0.7
3601,0.7
3602,0.8
3603,0.2
3604,0.0
3605,1.0
3606,0.0
3607,0.3
3608,1.0
3609,0.2
3610,0.5
3611,0.2
3612,1.0
3613,0.3
3614,1.0
3615,1.0
3616,0.1
3617,0.2
3618,0.9
3619,0.3
3620,0.0
3621,1.0
3622,0.9
3623,1.0
3624,0.2
3625,1.0
3626,0.0
3627,0.4
3628,1.0
3629,1.0
3630,1.0
3631,0.3
3632,0.7
3633,0.6
3634,1.0
3635,0.4
3636,0.2
3637,1.0
3638,0.1
3639,0.7
3640,1.0
3641,1.0
3642,0.1
3643,1.0
3644,1.0
3645,1.0
3646,0.3
3647,0.1
3648,1.0
3649,1.0
3650,0.9
3651,1.0
3652,0.4
3653,0.3
3654,0.7
3655,0.1
3656,0.7
3657,1.0
3658,0.3
3659,0.0
3660,1.0
3661,0.7
3662,0.3
3663,1.0
3664,1.0
3665,0.4
3666,0.3
3667,1.0
3668,0.1
3669,0.4
3670,1.0
3671,0.0
3672,1.0
3673,0.6
3674,0.1
3675,1.0
3676,1.0
3677,1.0
3678,1.0
3679,1.0
3680,0.5
3681,1.0
3682,0.7
3683,0.1
3684,0.3
3685,0.0
3686,0.3
3687,1.0
3688,0.0
3689,1.0
3690,1.0
3691,1.0
3692,0.4
3693,0.0
3694,1.0
3695,1.0
3696,1.0
3697,0.4
3698,1.0
3699,0.2
3700,1.0
3701,0.1
3702,1.0
3703,0.0
3704,0.0
3705,0.4
3706,1.0
3707,0.8
3708,0.2
3709,1.0
3710,0.5
3711,0.2
3712,1.0
3713,1.0
3714,1.0
3715,1.0
3716,0.4
3717,0.2
3718,1.0
3719,1.0
3720,1.0
3721,1.0
3722,0.2
3723,0.6
3724,0.1
3725,0.1
3726,0.6
3727,0.2
3728,1.0
3729,0.1
3730,0.0
3731,0.7
3732,0.9
3733,1.0
3734,0.9
3735,0.5
3736,0.1
3737,1.0
3738,1.0
3739,1.0
3740,1.0
3741,0.6
3742,0.0
3743,0.0
3744,0.5
3745,0.0
3746,1.0
3747,0.5
3748,1.0
3749,0.4
3750,1.0
3751,0.8
3752,1.0
3753,0.3
3754,1.0
3755,1.0
3756,0.7
3757,1.0
3758,0.3
3759,0.6
3760,0.9
3761,1.0
3762,0.6
3763,1.0
3764,0.7
3765,1.0
3766,0.2
3767,1.0
3768,1.0
3769,1.0
3770,0.0
3771,0.1
3772,0.6
3773,0.0
3774,0.1
3775,1.0
3776,1.0
3777,0.7
3778,0.0
3779,1.0
3780,1.0
3781,1.0
3782,1.0
3783,0.0
3784,0.8
3785,0.1
3786,1.0
3787,0.3
3788,0.1
3789,0.0
3790,0.8
3791,0.1
3792,1.0
3793,0.5
3794,1.0
3795,0.2
3796,0.5
3797,1.0
3798,0.6
3799,1.0
3800,1.0
3801,1.0
3802,1.0
3803,0.1
3804,0.9
3805,1.0
3806,1.0
3807,0.1
3808,0.0
3809,1.0
3810,0.4
3811,0.7
3812,0.0
3813,0.0
3814,1.0
3815,0.5
3816,0.2
3817,1.0
3818,1.0
3819,0.1
3820,0.2
3821,1.0
3822,1.0
3823,0.3
3824,0.0
3825,0.0
3826,1.0
3827,1.0
3828,0.6
3829,1.0
3830,1.0
3831,0.5
3832,0.2
3833,1.0
3834,0.6
3835,0.8
3836,1.0
3837,0.1
3838,0.3
3839,0.6
3840,0.0
3841,1.0
3842,0.1
3843,1.0
3844,1.0
3845,0.4
3846,0.2
3847,0.1
3848,0.3
3849,0.8
3850,0.7
3851,1.0
3852,0.0
3853,1.0
3854,1.0
3855,0.8
3856,1.0
3857,0.0
3858,1.0
3859,0.5
3860,1.0
3861,0.7
3862,1.0
3863,0.5
3864,1.0
3865,1.0
3866,0.5
3867,1.0
3868,1.0
3869,0.4
3870,0.7
3871,0.6
3872,0.9
3873,0.0
3874,0.0
3875,0.3
3876,1.0
3877,1.0
3878,0.2
3879,0.2
3880,0.5
3881,0.1
3882,0.2
3883,0.3
3884,0.2
3885,0.2
3886,0.7
3887,1.0
3888,0.6
3889,0.5
3890,0.2
3891,0.3
3892,1.0
3893,1.0
3894,1.0
3895,1.0
3896,0.0
3897,0.7
3898,0.9
3899,1.0
3900,0.4
3901,0.1
3902,1.0
3903,1.0
3904,1.0
3905,0.9
3906,0.7
3907,1.0
3908,0.3
3909,1.0
3910,0.0
3911,0.5
3912,0.0
3913,0.3
3914,1.0
3915,0.0
3916,0.0
3917,1.0
3918,0.1
3919,1.0
3920,1.0
3921,0.5
3922,1.0
3923,0.4
3924,0.8
3925,0.4
3926,1.0
3927,1.0
3928,0.5
3929,0.1
3930,0.0
3931,1.0
3932,0.0
3933,1.0
3934,0.1
3935,1.0
3936,0.3
3937,0.0
3938,0.0
3939,0.6
3940,1.0
3941,1.0
3942,0.1
3943,1.0
3944,0.4
3945,0.3
3946,1.0
3947,0.3
3948,0.5
3949,0.4
3950,1.0
3951,1.0
3952,0.0
3953,0.2
3954,0.1
3955,0.5
3956,0.0
3957,1.0
3958,0.0
3959,1.0
3960,1.0
3961,0.4
3962,1.0
3963,1.0
3964,1.0
3965,1.0
3966,1.0
3967,0.0
3968,0.0
3969,0.2
3970,0.8
3971,1.0
3972,0.6
3973,1.0
3974,0.2
3975,0.4
3976,1.0
3977,0.0
3978,0.1
3979,1.0
3980,1.0
3981,1.0
3982,1.0
3983,1.0
3984,0.0
3985,0.1
3986,0.2
3987,1.0
3988,0.0
3989,1.0
3990,1.0
3991,1.0
3992,0.2
3993,0.9
3994,0.5
3995,1.0
3996,1.0
3997,1.0
3998,0.7
3999,0.3
4000,0.6
4001,1.0
4002,0.5
4003,0.4
4004,1.0
4005,1.0
4006,0.3
4007,0.9
4008,0.2
4009,0.8
4010,0.3
4011,1.0
4012,0.6
4013,0.4
4014,1.0
4015,1.0
4016,1.0
4017,1.0
4018,0.0
4019,1.0
4020,1.0
4021,0.1
4022,0.6
4023,0.1
4024,0.0
4025,0.2
4026,1.0
4027,1.0
4028,0.2
4029,0.1
4030,1.0
4031,1.0
4032,1.0
4033,1.0
4034,1.0
4035,1.0
4036,0.4
4037,0.8
4038,0.3
4039,0.6
4040,1.0
4041,1.0
4042,0.1
4043,0.8
4044,1.0
4045,1.0
4046,1.0
4047,0.3
4048,0.3
4049,0.3
4050,0.3
4051,0.6
4052,1.0
4053,0.0
4054,1.0
4055,1.0
4056,0.1
4057,1.0
4058,1.0
4059,1.0
4060,0.3
4061,0.4
4062,0.0
4063,1.0
4064,0.0
4065,1.0
4066,1.0
4067,0.2
4068,0.0
4069,0.8
4070,0.7
4071,0.3
4072,0.1
4073,1.0
4074,1.0
4075,1.0
4076,1.0
4077,0.1
4078,1.0
4079,1.0
4080,1.0
4081,0.3
4082,0.6
4083,1.0
4084,1.0
4085,0.0
4086,0.6
4087,0.4
4088,0.0
4089,0.0
4090,0.1
4091,1.0
4092,0.2
4093,0.0
4094,1.0
4095,1.0
4096,1.0
4097,1.0
4098,0.0
4099,0.6
4100,0.6
4101,0.1
4102,0.9
4103,1.0
4104,1.0
4105,0.0
4106,0.6
4107,0.1
4108,1.0
4109,1.0
4110,0.2
4111,1.0
4112,0.0
4113,0.2
4114,1.0
4115,0.0
4116,0.3
4117,1.0
4118,0.0
4119,0.0
4120,0.3
4121,0.6
4122,1.0
4123,0.4
4124,0.5
4125,0.2
4126,1.0
4127,0.0
4128,0.4
4129,1.0
4130,0.9
4131,0.5
4132,0.2
4133,1.0
4134,1.0
4135,1.0
4136,1.0
4137,1.0
4138,1.0
4139,1.0
4140,0.2
